_id,isPb,wpm,acc,rawWpm,consistency,charStats,mode,mode2,quoteLength,restartCount,testDuration,afkDuration,incompleteTestSeconds,punctuation,numbers,language,funbox,difficulty,lazyMode,blindMode,bailedOut,tags,timestamp
68ef9da2c2c5004cd4393d62,,60,89.44,63.2,61.77,150;0;0;1,time,30,-1,1,30,0,11.56,false,false,english,,normal,false,false,false,,1760533922000
68ef9d72c2c5004cd4393ad9,,78.8,96.1,78.8,74.91,197;0;0;0,time,30,-1,0,30,0,0,false,false,english,,normal,false,false,false,,1760533874000
68ef9d46c2c5004cd4393886,,66.8,93.23,70.4,55.38,167;3;0;0,time,30,-1,0,30,1,0,false,false,english,,normal,false,false,false,,1760533830000
68ef9975c2c5004cd439069e,,72.4,92.93,73.2,66.44,181;1;0;0,time,30,-1,0,30,0,0,false,false,english,,normal,false,false,false,,1760532853000
68ef9955c2c5004cd439050a,,71.99,91.92,71.99,61.97,180;0;0;0,time,30,-1,0,30,0,0,false,false,english,,normal,false,false,false,,1760532821000
68ef7a08c2c5004cd437b91b,,68,94.12,70.4,50.96,170;1;0;0,time,30,-1,0,30,2,0,false,false,english,,normal,false,false,false,,1760524808000
68ef79d0c2c5004cd437b702,,66.4,88.27,71.2,59.58,166;3;1;0,time,30,-1,1,30,0,23.95,false,false,english,,normal,false,false,false,,1760524752000
68ef798fc2c5004cd437b4a0,,72.8,90.57,79.19,62.94,182;6;0;0,time,30,-1,0,30,0,0,false,false,english,,normal,false,false,false,,1760524687000
68ef796ec2c5004cd437b343,,63.59,89.64,71.99,57.06,159;5;1;2,time,30,-1,0,30,0,0,false,false,english,,normal,false,false,false,,1760524654000
68ef794ec2c5004cd437b218,,65.2,91.01,70,63.78,163;0;1;2,time,30,-1,2,30,0,9.68,false,false,english,,normal,false,false,false,,1760524622000
68ef790cc2c5004cd437afc0,,68,98.27,68,60.56,170;0;0;0,time,30,-1,0,30,1,0,false,false,english,,normal,false,false,false,,1760524556000
68ef78e9c2c5004cd437ae78,,72.8,92.68,76,62.03,182;2;0;0,time,30,-1,1,30,0,1.19,false,false,english,,normal,false,false,false,,1760524521000
68ef6fbfc2c5004cd4375816,,79.6,93.49,81.6,67.76,199;2;1;0,time,30,-1,0,30,0,0,false,false,english,,normal,false,false,false,,1760522175000
68ef6f9ec2c5004cd4375700,,75.6,93.33,79.6,62.4,189;2;1;0,time,30,-1,0,30,0,0,false,false,english,,normal,false,false,false,,1760522142000
68ef6f74c2c5004cd43755a3,,69.2,93.85,74,61.15,173;2;1;0,time,30,-1,0,30,0,0,false,false,english,,normal,false,false,false,,1760522100000
68ef6f0dc2c5004cd43751e2,,61.6,92.05,63.6,63.26,154;0;0;1,time,30,-1,0,30,0,0,false,false,english,,normal,false,false,false,,1760521997000
68ef6eecc2c5004cd43750bd,,70,92.15,70,72.95,175;0;0;0,time,30,-1,0,30,0,0,false,false,english,,normal,false,false,false,,1760521964000
68ef6ecac2c5004cd4374f86,,81.6,95.45,83.2,66.54,204;0;0;1,time,30,-1,0,30,0,0,false,false,english,,normal,false,false,false,,1760521930000
68ef6ea9c2c5004cd4374e4c,,60.4,87.91,66,42.86,151;5;0;2,time,30,-1,0,30,2,0,false,false,english,,normal,false,false,false,,1760521897000
68ef6e7ac2c5004cd4374c76,,71.99,93.81,71.99,59.95,180;0;0;0,time,30,-1,0,30,0,0,false,false,english,,normal,false,false,false,,1760521850000
68ef6e5ac2c5004cd4374b35,,85.2,97.27,85.2,75.02,213;0;0;0,time,30,-1,1,30,0,3.42,false,false,english,,normal,false,false,false,,1760521818000
68ef6e34c2c5004cd43749ce,,69.6,93.19,73.2,61.87,174;4;0;0,time,30,-1,0,30,0,0,false,false,english,,normal,false,false,false,,1760521780000
68ef6e0cc2c5004cd4374857,,72,92.5,74,67.07,180;2;0;0,time,30,-1,0,30,0,0,false,false,english,,normal,false,false,false,,1760521740000
68ef6debc2c5004cd437472e,,67.2,94.02,68.4,61.5,168;1;0;0,time,30,-1,0,30,0,0,false,false,english,,normal,false,false,false,,1760521707000
68ef6dcbc2c5004cd43745e7,,60,86.77,66.8,57.22,150;4;1;1,time,30,-1,0,30,0,0,false,false,english,,normal,false,false,false,,1760521675000
