_id,isPb,wpm,acc,rawWpm,consistency,charStats,mode,mode2,quoteLength,restartCount,testDuration,afkDuration,incompleteTestSeconds,punctuation,numbers,language,funbox,difficulty,lazyMode,blindMode,bailedOut,tags,timestamp
68bf1ebcdcd5c426fed4f060,,60,87.23,70.4,64.82,75;2;2;0,time,15,-1,1,15,0,15,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355708000
68bf1e97dcd5c426fed4ee7c,,48.79,93.15,57.59,48.76,61;2;0;1,time,15,-1,0,15,1,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355671000
68bf1e82dcd5c426fed4ed64,,51.2,89.02,60.8,53.85,64;3;0;1,time,15,-1,0,15,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355650000
68bf1e70dcd5c426fed4ec68,,48.8,87.18,58.4,66.92,61;3;0;0,time,15,-1,0,15,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355632000
68bf1e5cdcd5c426fed4eb39,,58.4,93.02,65.6,55.71,73;2;0;1,time,15,-1,0,15,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355612000
68bf1e48dcd5c426fed4ea30,,40.79,84.62,60.79,58.37,51;4;1;3,time,15,-1,0,15,1,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355592000
68bf1e35dcd5c426fed4e901,,56.8,95.95,56.8,68.2,71;0;0;0,time,15,-1,0,15,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355573000
68bf1e23dcd5c426fed4e807,,51.2,89.77,69.6,62.22,64;6;0;1,time,15,-1,0,15,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355555000
68bf1e0edcd5c426fed4e6b6,,57.18,92,65.34,54.54,42;0;1;0,words,10,-1,1,8.82,0,6.83,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355534000
68bf1df3dcd5c426fed4e531,,47.61,77.78,69.11,67.63,31;6;2;0,words,10,-1,0,7.81,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355507000
68bf1de6dcd5c426fed4e47d,,63.74,94.55,71.71,58.37,48;1;0;1,words,10,-1,1,9.04,0,0.26,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355494000
68bf1dd8dcd5c426fed4e3b1,,70.85,93.33,80.17,72.6,38;0;0;1,words,10,-1,0,6.44,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355480000
68bf1dcddcd5c426fed4e30b,,58.17,92.73,65.59,50.64,47;1;0;0,words,10,-1,0,9.7,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355469000
68bf1dbddcd5c426fed4e24b,,68.3,96.43,76.49,73.86,50;1;0;0,words,10,-1,0,8.79,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355453000
68bf1db2dcd5c426fed4e1a6,,47.45,87.04,60.84,58.3,39;1;0;1,words,10,-1,0,9.86,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355442000
68bf1da5dcd5c426fed4e0dd,,66.32,96.36,71.63,60.81,50;0;0;1,words,10,-1,0,9.05,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355429000
68bf1d98dcd5c426fed4e023,,58.99,85.96,69.25,64.88,46;3;1;0,words,10,-1,0,9.36,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355416000
68bf1d8cdcd5c426fed4df5c,,47.59,87.5,58.16,55.56,36;0;0;2,words,10,-1,0,9.08,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355404000
68bf1d80dcd5c426fed4de9c,,72.33,96.15,85.48,68.29,44;0;0;2,words,10,-1,0,7.3,0,0,FALSE,FALSE,english,,normal,FALSE,FALSE,FALSE,,1757355392000
